the_geom,OBJECTID,CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPE.LEN,SCHOOLZONE,SCHOOLZONE_LIMIT,Status,MTAB_MOTION,MTAB_DATE,MTAB_RESO_TEXT,WorkOrder
"MULTILINESTRING ((-122.398346362185 37.797097000997, -122.398708917091 37.798885914729))",1756,4609000,DAVIS,ST,,JACKSON ST,BROADWAY,0,,,,,659.80473799691003,,,,,,,
"MULTILINESTRING ((-122.426551678483 37.766272865369, -122.42645715467 37.766190442997, -122.426423311016 37.765840335217, -122.426503912451 37.765778549121))",5830,4864101,DOLORES,ST,,15TH ST,ALERT ALY,25,,,,,200.84557116004902,,,,,,,
"MULTILINESTRING ((-122.405587376469 37.745033627631, -122.406694261036 37.74530990609, -122.406750581347 37.745338265638))",10255,11213000,RUTLEDGE,ST,,HOLLADAY AVE,BREWSTER ST,0,,,,,354.78993522028696,,,,,,,
"MULTILINESTRING ((-122.406490130674 37.714579829292, -122.408616591029 37.715160619435))",15748,12469000,TEDDY,AVE,,RUTLAND ST,DELTA ST,0,,,,,650.47952757115104,,,,,,,
"MULTILINESTRING ((-122.429853487416 37.740757884799, -122.430362765744 37.74020454789))",14175,6698000,HARPER,ST,,RANDALL ST,LAIDLEY ST,0,,,,,249.57927110029701,,,,,,,
"MULTILINESTRING ((-122.39507375546 37.766549522694, -122.393889184714 37.765616098077))",1284,385000,07TH,ST,,16TH ST,PENNSYLVANIA AVE,0,,,,,482.49042842565501,,,,,,,
"MULTILINESTRING ((-122.425826749614 37.799280617276, -122.426014468834 37.800211194254))",12152,5836000,FRANKLIN,ST,,FILBERT ST,GREENWICH ST,0,,,,,343.18415437275701,,,,,,,
"MULTILINESTRING ((-122.417352096228 37.782383888723, -122.419006488636 37.782174215355))",9926,12722000,TURK,ST,,LARKIN ST,POLK ST,25,,,,,484.202934079812,,,,,,,
"MULTILINESTRING ((-122.415062292429 37.708742971662, -122.415977205705 37.709000277277))",16390,13192000,VELASCO,AVE,,RIO VERDE ST,SAWYER ST,0,,,,,280.78009656620605,,,,,,,
"MULTILINESTRING ((-122.400297469838 37.710869927921, -122.399435537797 37.710664798502))",10138,8161000,LATHROP,AVE,,WHEELER AVE,PENINSULA AVE,0,,,,,260.29957048937104,,,,,,,
"MULTILINESTRING ((-122.493081348604 37.76099723674, -122.49415296625 37.760949970446))",11610,7669000,JUDAH,ST,,34TH AVE,35TH AVE,25,,,,,310.28083135189098,,,,,,,
"MULTILINESTRING ((-122.463573776841 37.719894825188, -122.463994553446 37.719763988145, -122.464474070864 37.719697122721))",15118,6006000,GARFIELD,ST,,BRIGHT ST,HEAD ST,0,,,,,271.53153986015502,,,,,,,
"MULTILINESTRING ((-122.423598499026 37.732894588726, -122.423638527262 37.732814077612, -122.423564490181 37.732330007164, -122.423499624534 37.732266194413))",10824,4267201,COLLEGE,AVE,,BENTON AVE,JUSTIN DR,0,,,,,238.95381461772701,,,,,,,
"MULTILINESTRING ((-122.428444425449 37.762092633624, -122.430675518762 37.762085822899))",7274,4935000,DORLAND,ST,,CHURCH ST,SANCHEZ ST,0,,,,,645.00075472019603,,,,,,,
"MULTILINESTRING ((-122.473509949803 37.798516854204, -122.473505855394 37.798065060725))",12849,19894000,UPTON,AVE,,KOBBE AVE,HITCHCOCK ST,0,,,,,164.525286088878,,,,,,,
"MULTILINESTRING ((-122.414306481068 37.792347556381, -122.415129595469 37.792242516385))",6906,11241000,SACRAMENTO,ST,,JONES ST,LEROY PL,0,,,,,240.91665274907001,,,,,,,
"MULTILINESTRING ((-122.472354890092 37.734611109078, -122.473240445301 37.734592928482))",11106,11950102,SLOAT,BLVD,,CRANLEIGH DR,LAGUNITAS DR,35,,,,,256.18908282870103,,,,,,,
"MULTILINESTRING ((-122.433585424349 37.769183311892, -122.433421473526 37.767466526347))",4959,9607000,NOE,ST,,DUBOCE AVE,14TH ST,0,,,,,626.95975673936596,,,,,,,
"MULTILINESTRING ((-122.458211757272 37.725730555946, -122.458267095564 37.725810037045, -122.458274238882 37.727467634122, -122.458218348824 37.72759020802))",9767,9076101,MIRAMAR,AVE,,EASTWOOD DR,WILDWOOD WAY,0,,,,,684.15728585246995,,,,,,,
"MULTILINESTRING ((-122.478499282785 37.752286811611, -122.478367065833 37.750420629924))",5648,1086000,21ST,AVE,,ORTEGA ST,PACHECO ST,0,,,,,680.64087362742396,,,,,,,
"MULTILINESTRING ((-122.419489501197 37.763055782985, -122.419456949933 37.762717810185))",5834,9118000,MISSION,ST,,CLARION ALY,SYCAMORE ST,0,,,,,123.43162201649001,,,,,,,
"MULTILINESTRING ((-122.407307221722 37.794142758119, -122.40749841339 37.795020921153))",8202,12050000,SPOFFORD,LN,,CLAY ST,WASHINGTON ST,0,,,,,324.52120798738002,,,,,,,
"MULTILINESTRING ((-122.44079329333 37.802623557702, -122.441668188959 37.802515442662))",7228,3686000,CAPRA,WAY,,AVILA ST,SCOTT ST,0,,,,,255.83673429135501,,,,,,,
"MULTILINESTRING ((-122.442242529298 37.762704886399, -122.442996386994 37.76255779521))",7346,11659000,SATURN,ST,,LOWER TER,TEMPLE ST,0,,,,,224.41999711097802,,,,,,,
"MULTILINESTRING ((-122.379434069047 37.734484328069, -122.378591425682 37.734488077656))",13354,6675000,HARE,ST,,MIDDLE POINT RD,END: 1-99 BLOCK,0,,,,,243.69768462868603,,,,,,,
"MULTILINESTRING ((-122.472647749551 37.721573794665, -122.472711910778 37.720467148255, -122.472809485686 37.718773779552))",5073,12963000,JUNIPERO SERRA,BLVD,,HOLLOWAY AVE,STRATFORD DR,0,,,,,1020.6873912193801,,,,,,,
"MULTILINESTRING ((-122.481367012169 37.720403906862, -122.483028558962 37.720454931655))",9794,10498000,PINTO,AVE,,TAPIA DR,ARBALLO DR,0,,,,,480.97176440858601,,,,,,,
"MULTILINESTRING ((-122.473015904378 37.750656491202, -122.474088488629 37.750609235012))",5638,10091000,PACHECO,ST,,16TH AVE,17TH AVE,0,,,,,310.60269574007202,,,,,,,
"MULTILINESTRING ((-122.420939874155 37.808527838615, -122.419296672424 37.808739050102))",8629,12643000,TONQUIN,ST,,HYDE ST,LEAVENWORTH ST,0,,,,,480.93215836679406,,,,,,,
"MULTILINESTRING ((-122.454796889029 37.728814534246, -122.45480939088 37.729289846744, -122.454844953485 37.729554758665, -122.454975016985 37.730115134384))",14947,13047000,VALDEZ,AVE,,GREENWOOD AVE,MONTECITO AVE,0,,,,,477.63201805888099,,,,,,,
"MULTILINESTRING ((-122.374805452493 37.738070003079, -122.374661128505 37.736346904035))",13344,7186000,INDIA,ST,,BURKE AVE,HAWES ST,0,,,,,628.84856475639901,,,,,,,
"MULTILINESTRING ((-122.414539302063 37.771409594953, -122.412764551608 37.770393641256))",8576,9642000,NORFOLK,ST,,FOLSOM ST,HARRISON ST,0,,,,,632.49338280506197,,,,,,,
"MULTILINESTRING ((-122.441167814087 37.79163578623, -122.441346079053 37.792515590299))",14699,4821000,DIVISADERO,ST,,JACKSON ST,PACIFIC AVE,25,,,TAMAMABDALLAH,05/10/2016 11:42:52 PM +0000,324.496268925565,,,,,,,
"MULTILINESTRING ((-122.417772336009 37.792808589474, -122.419415001571 37.792598029143))",11888,4104000,CLAY,ST,,HYDE ST,LARKIN ST,0,,,,,480.84197299308801,,,,,,,
"MULTILINESTRING ((-122.428464933691 37.732378968165, -122.428553141784 37.732337366905, -122.428673780924 37.732349114847, -122.429226139607 37.732484899626, -122.429309447472 37.732538455886))",11229,9080000,MIRANDO,WAY,,CUVIER ST,MILTON ST,0,,,,,263.04293889027605,,,,,,,
"MULTILINESTRING ((-122.433198354178 37.719685575912, -122.432398397849 37.719303400806))",13916,11193000,RUSSIA,AVE,,EDINBURG ST,NAPLES ST,0,,,,,270.021045059904,,,,,,,
"MULTILINESTRING ((-122.401386530451 37.738029658646, -122.401468107272 37.73795916395, -122.401958071945 37.737409991413))",13098,11751000,SELBY,ST,,REVERE AVE,SHAFTER AVE,0,,,,,279.95317074124398,,,,,,,
"MULTILINESTRING ((-122.400638892784 37.754633659585, -122.401602599106 37.754575499542))",3936,1246000,23RD,ST,,DE HARO ST,RHODE ISLAND ST,0,,,,,279.43371939965897,,,,,,,
"MULTILINESTRING ((-122.40356238228 37.796676270012, -122.403689191608 37.797303051703))",15614,9308000,MONTGOMERY,ST,,GOLD ST,PACIFIC AVE,0,,,,,231.16576988987501,,,,,,,
"MULTILINESTRING ((-122.410089186777 37.796497708948, -122.410175508613 37.796924554501))",5511,10691000,POWELL,ST,,PACIFIC AVE,FISHER ALY,0,,,,,157.424867408854,,,,,,,
"MULTILINESTRING ((-122.450414587747 37.718394587285, -122.45070630391 37.718387164649, -122.450750215372 37.718365244767))",13027,11023000,RIDGE,LN,,TARA ST,MAJESTIC AVE,0,,,,,99.428097207807696,,,,,,,
"MULTILINESTRING ((-122.410769745535 37.731483715267, -122.410599354491 37.730967239128, -122.410523050964 37.730943375879))",10812,3057000,BOYLSTON,ST,,HALE ST,SILVER AVE,0,,,,,218.13956604722901,,,,,,,
"MULTILINESTRING ((-122.445034880685 37.74837421282, -122.444999954195 37.74801246613))",6578,3391000,BURNETT,AVE,,GLENVIEW DR,DAWNVIEW WAY,0,,,,,132.11582405741501,,,,,,,
"MULTILINESTRING ((-122.406105748178 37.747014775452, -122.406508821969 37.746600175114))",4169,9259000,MONTCALM,ST,,YORK ST,BREWSTER ST,0,,,,,190.72927758898501,,,,,,,
"MULTILINESTRING ((-122.387808005127 37.76311216274, -122.388751207889 37.763053224052))",1675,849000,18TH,ST,,ILLINOIS ST,03RD ST,0,,,,,273.514197802642,,,,,,,
"MULTILINESTRING ((-122.422057028065 37.766544519899, -122.423294670817 37.766469735394))",4942,655000,15TH,ST,,VALENCIA ST,ALBION ST,0,,,,,358.80892700930298,,,,,,,
"MULTILINESTRING ((-122.42143842599 37.760106236241, -122.421368630799 37.759377396638))",4976,13065000,VALENCIA,ST,,19TH ST,CUNNINGHAM PL,0,,,,,266.17184403808602,,,,,,,
"MULTILINESTRING ((-122.389152404701 37.719682441417, -122.389472248574 37.719932368294))",12373,5598000,FITZGERALD,AVE,,CAMERON WAY,HAWES ST,0,,,,,129.77795518395203,,,,,,,
"MULTILINESTRING ((-122.430675518762 37.762085822899, -122.430663391597 37.761959350484))",4786,11514000,SANCHEZ,ST,,DORLAND ST,FORD ST,0,,,,,46.188016730375097,,,,,,,
"MULTILINESTRING ((-122.440263175739 37.78711740013, -122.441928840261 37.786905274361))",2001,10490000,PINE,ST,,DIVISADERO ST,BRODERICK ST,30,,,,,487.53061189852804,,,,,,,
"MULTILINESTRING ((-122.428445342935 37.721639612495, -122.427657858358 37.721262558453))",16136,3101000,BRAZIL,AVE,,ATHENS ST,MOSCOW ST,0,,,,,265.96343134253402,,,,,,,
"MULTILINESTRING ((-122.407882153271 37.790280300307, -122.408073648878 37.79120979682))",8204,9248000,DASHIELL HAMMETT,ST,,BUSH ST,PINE ST,0,,,,,342.97061418182,,,,,,,
"MULTILINESTRING ((-122.406566397023 37.724199167719, -122.406300180809 37.723561888466))",13938,11972000,SOMERSET,ST,,WOOLSEY ST,KAREN CT,0,,,,,244.50436758871601,,,,,,,
"MULTILINESTRING ((-122.46588007009 37.803401451264, -122.465766054599 37.803705690608, -122.465613536534 37.804080210195))",5105,19476000,LIVINGSTON,ST,,MASON ST,MAULDIN ST,0,,,,,258.907659973612,,,,,,,
"MULTILINESTRING ((-122.410498832365 37.720516573068, -122.411488707104 37.720256612402))",10673,9929000,OLMSTEAD,ST,,COLBY ST,UNIVERSITY ST,0,,,,,301.57040122383103,,,,,,,
"MULTILINESTRING ((-122.409547037552 37.728750194291, -122.409050343295 37.727546876942))",13260,7010000,HOLYOKE,ST,,FELTON ST,BURROWS ST,0,,,,,461.13180962168599,,,,,,,
"MULTILINESTRING ((-122.487066289494 37.751908206586, -122.488156413108 37.751858979807))",13574,10017000,ORTEGA,ST,,29TH AVE,30TH AVE,0,,,,,315.70100155222605,,,,,,,
"MULTILINESTRING ((-122.43248028527 37.773761932839, -122.432647153323 37.774589956773, -122.432661838528 37.774697603575))",3525,12123000,STEINER,ST,,OAK ST,FELL ST,0,,,,,344.78650251218301,,,,,,,
"MULTILINESTRING ((-122.417792291751 37.739188607545, -122.417152029564 37.739126378799))",9691,4424000,CORTLAND,AVE,,BENNINGTON ST,WOOL ST,25,,,,,186.53470538189202,,,,,,,
"MULTILINESTRING ((-122.496297038319 37.760855371357, -122.497366459377 37.760808171306))",11613,7674000,JUDAH,ST,,37TH AVE,38TH AVE,25,,,,,309.64603910901104,,,,,,,
"MULTILINESTRING ((-122.401650830193 37.792023272506, -122.401767335518 37.79200837612))",12632,10457000,PINE,ST,,CENTURY PL,LEIDESDORFF ST,30,,,,,34.101639892889295,,,,,,,
"MULTILINESTRING ((-122.404695432861 37.736397134578, -122.404742613641 37.736310994451, -122.404731386679 37.736192114291))",5916,3903000,CHARTER OAK,AVE,,HELENA ST,CHARTER OAK AVE,0,,,,,77.618207512399692,,,,,,,
"MULTILINESTRING ((-122.43244538002 37.757284075202, -122.432420529136 37.757025358883))",7828,9620000,NOE,ST,,20TH ST,LIBERTY ST,0,,,,,94.484699351679893,,,,,,,
"MULTILINESTRING ((-122.400890449993 37.7674933195, -122.401855715201 37.76743572221))",11304,633000,15TH,ST,,08TH ST,DE HARO ST,0,,,,,279.81952967298099,,,,,,,
"MULTILINESTRING ((-122.433987686126 37.729308432734, -122.43409582357 37.729284585325, -122.43449547516 37.728829165724, -122.434491861092 37.728736721748))",16325,2162201,ALEMANY,BLVD,,TINGLEY ST,THERESA ST,35,,,,,268.28527193246703,,,,,,,
"MULTILINESTRING ((-122.468511701268 37.724514010924, -122.467558399164 37.723840817401))",14212,5238000,ENTRADA,CT,,ENTRADA CT,BORICA ST,0,,,,,368.94944602487402,,,,,,,
"MULTILINESTRING ((-122.441063375724 37.723347083857, -122.441169619226 37.723305058212, -122.442446496388 37.723158439135, -122.442566875258 37.723173252361))",13686,9811101,OCEAN,AVE,,OTSEGO AVE,ONONDAGA AVE,25,,,,,442.73434481249603,,,,,,,
"MULTILINESTRING ((-122.443096828001 37.716198028994, -122.443911256106 37.715558986577))",4995,4669000,DEL MONTE,ST,,START: 1-99 BLOCK,MOUNT VERNON AVE,0,,,,,331.14257911520906,,,,,,,
"MULTILINESTRING ((-122.469811458665 37.71428661953, -122.469831243341 37.716098431897))",8949,3463000,BYXBEE,ST,,19TH AVE,SARGENT ST,0,,,,,659.78871170650405,,,,,,,
"MULTILINESTRING ((-122.435386199753 37.77148442766, -122.43557653798 37.772422873015))",15968,11684000,SCOTT,ST,,HAIGHT ST,PAGE ST,0,,,,,346.13481581536706,,,,,,,
"MULTILINESTRING ((-122.421630537323 37.708747993123, -122.42156512624 37.708673923207, -122.421043961839 37.708527098048, -122.420939715321 37.70855361221))",15262,6152201,GENEVA,AVE,,ESQUINA DR,CARRIZAL ST,35,,,,,224.58808802437602,,,,,,,
"MULTILINESTRING ((-122.493836676787 37.770287784231, -122.494157465462 37.770047603193, -122.49485395844 37.769616300903, -122.495141342568 37.769481745639, -122.495457686313 37.769387059437, -122.496173901342 37.769296763539))",5610,7543000,JOHN F KENNEDY,DR,,36TH AVE,36TH AVE,25,,,,,786.61699031163403,,,,,,,
"MULTILINESTRING ((-122.435693556832 37.744765676529, -122.43787421836 37.74463923499))",4013,1605000,28TH,ST,,DIAMOND ST,DOUGLASS ST,0,,,,,632.24277070169501,,,,,,,
"MULTILINESTRING ((-122.469355131309 37.729981811952, -122.469410945497 37.730036224647, -122.470038247261 37.730306034305, -122.470123643233 37.730313404969))",15769,9844201,OCEAN,AVE,,SAN LEANDRO WAY,SAN FERNANDO WAY,25,,,,,256.723312757614,,,,,,,
"MULTILINESTRING ((-122.422342172513 37.790374605108, -122.422262974897 37.790502875329, -122.422406765541 37.791213552032, -122.422528161983 37.791293836599))",9325,13158201,VAN NESS,AVE,,CALIFORNIA ST,SACRAMENTO ST,25,,,,,359.78974625205501,,,,,,,
"MULTILINESTRING ((-122.441054380132 37.761674615042, -122.441200298522 37.761624245261, -122.441964940632 37.761679255751, -122.442206397816 37.761682041525, -122.442666776465 37.761765083725, -122.442892602725 37.761728551035))",15157,4379000,CORBETT,AVE,,HATTIE ST,CORBIN PL,0,,,,,540.88426846821403,,,,,,,
"MULTILINESTRING ((-122.456296860658 37.77455965344, -122.458384319309 37.774313836779))",4681,5906000,FULTON,ST,,WILLARD NORTH ST,ARGUELLO BLVD,30,,,,,609.97554111784405,,,,,,,
"MULTILINESTRING ((-122.45189631443 37.724545758681, -122.450673778304 37.724548164924, -122.450400086921 37.724566972013, -122.450141372728 37.724642626671, -122.449867584138 37.724829159864, -122.449668489683 37.725121513746, -122.44952536781 37.725491454152, -122.449542211628 37.725962234739, -122.449747201288 37.726408491573, -122.449892371504 37.726630911283))",9779,19798000,CLOUD,CIR,,H LOT,MARSTON AVE,0,,,,,1314.8167112728302,,,,,,,
"MULTILINESTRING ((-122.441054380132 37.761674615042, -122.440997917666 37.761082926064))",7341,6776000,HATTIE,ST,,CORBETT AVE,MARKET ST,0,,,,,216.08017323238701,,,,,,,
"MULTILINESTRING ((-122.400387580433 37.782649461569, -122.401172932125 37.782029213461))",4711,5663000,FOLSOM,ST,,MABINI ST,04TH ST,25,,,,,320.208672478192,,,,,,,
"MULTILINESTRING ((-122.447864739037 37.739855635328, -122.447863453365 37.739667454726, -122.447841357756 37.739381174158, -122.447856180108 37.739111656672, -122.447886877318 37.738891097806, -122.447981156668 37.738591312017, -122.448161556169 37.738078128018))",10361,6036000,GAVIOTA,WAY,,TERESITA BLVD,BELLA VISTA WAY,0,,,,,658.55217299720505,,,,,,,
"MULTILINESTRING ((-122.462292232905 37.724871166788, -122.462293485104 37.725152238145, -122.462225719746 37.725270644658))",13186,2528000,ASHTON,AVE,,LEGION CT,OCEAN AVE,0,,,,,149.71497724215001,,,,,,,
"MULTILINESTRING ((-122.407933421766 37.746173082076, -122.407841613377 37.746039633893))",7376,5783000,FRANCONIA,ST,,FRANCONIA ST,MONTCALM ST,0,,,,,55.373300930130597,,,,,,,
"MULTILINESTRING ((-122.454898339088 37.710483490104, -122.454997710792 37.710402948437, -122.455858764248 37.710202106553, -122.4568565687 37.710076968737, -122.457081602004 37.710115851123))",9298,2178101,ALEMANY,BLVD,,SICKLES AVE,SAN JOSE AVE,35,,,,,659.54067769869005,,,,,,,
"MULTILINESTRING ((-122.429359713731 37.748367204703, -122.429283241293 37.747569408424))",8514,11533000,SANCHEZ,ST,,26TH ST,CESAR CHAVEZ ST,0,,,,,291.35607969217,,,,,,,
"MULTILINESTRING ((-122.452882201258 37.74300045148, -122.452635182322 37.742894957221, -122.452319151393 37.742823474261, -122.451994768561 37.742801995827, -122.451603702746 37.742840823364, -122.451148283069 37.742998170988, -122.45100242625 37.742971596616))",10358,5346000,EVELYN,WAY,,CHAVES AVE,TERESITA BLVD,0,,,,,571.10884703049896,,,,,,,
"MULTILINESTRING ((-122.390572875153 37.709217705154, -122.389163257763 37.708417507921))",8997,11015000,RICHTER,AVE,,EARL ST,END: 0-0 BLOCK,0,,,,,501.21001766375406,,,,,,,
"MULTILINESTRING ((-122.4574874545 37.731002432891, -122.457586544145 37.731018290743, -122.458228352561 37.73088292014, -122.458709517748 37.730843113413))",11742,9284201,MONTEREY,BLVD,,PLYMOUTH AVE,YERBA BUENA AVE,25,,,,,361.20243519388504,,,,,,,
"MULTILINESTRING ((-122.418164310126 37.803140345489, -122.418269106063 37.803655162323))",6315,8270101,LEAVENWORTH,ST,,CHESTNUT ST,FRANCISCO ST,0,,,,,189.90070548426499,,,,,,,
"MULTILINESTRING ((-122.434689949274 37.729894253146, -122.435653993833 37.730698425016))",6442,12615000,TINGLEY,ST,,CAYUGA AVE,SAN JOSE AVE,0,,,,,404.34294429373705,,,,,,,
"MULTILINESTRING ((-122.478569245537 37.718543495494, -122.478480660321 37.718610027165, -122.478109988891 37.718690538173))",12305,7622000,JUAN BAUTISTA,CIR,,FONT BLVD,FUENTE AVE,0,,,,,146.42185874664102,,,,,,,
"MULTILINESTRING ((-122.383423636518 37.739182115656, -122.383669641173 37.73891322225))",7575,8084000,LANE,ST,,FAIRFAX AVE,END: 1-49 BLOCK,0,,,,,121.03177668269301,,,,,,,
"MULTILINESTRING ((-122.409040638412 37.724889206396, -122.410029964402 37.724630475199))",13297,13510000,WAYLAND,ST,,HAMILTON ST,BOWDOIN ST,0,,,,,301.26343738672699,,,,,,,
"MULTILINESTRING ((-122.421760880638 37.771646766537, -122.422539558745 37.771600046705))",4537,8916000,MCCOPPIN,ST,,STEVENSON ST,VALENCIA ST,0,,,,,225.72443507503999,,,,,,,
"MULTILINESTRING ((-122.488156413108 37.751858979807, -122.489206792013 37.751811806759))",4501,10018000,ORTEGA,ST,,30TH AVE,31ST AVE,0,,,,,304.18574895614302,,,,,,,
"MULTILINESTRING ((-122.505441882281 37.738008928722, -122.506448831225 37.737964787471))",16163,13274000,VICENTE,ST,,47TH AVE,LOWER GREAT HWY,25,,,,,291.64083893531603,,,,,,,
"MULTILINESTRING ((-122.465283499067 37.711766994952, -122.465289329006 37.712267175278))",13079,13281000,VICTORIA,ST,,ALEMANY BLVD,END: 50-99 BLOCK,0,,,,,182.14627879350101,,,,,,,
"MULTILINESTRING ((-122.418813439746 37.737153021122, -122.418889036578 37.736986824134, -122.4190953356 37.736656640108, -122.419306007136 37.736453280092))",10748,7002000,HOLLY PARK,CIR,,HIGHLAND AVE,PARK ST,0,,,,,294.46528708784905,,,,,,,
"MULTILINESTRING ((-122.399137318393 37.740533484444, -122.401006387975 37.741592795895))",14478,9558000,NEWCOMB,AVE,,SELBY ST,TOLAND ST,0,,,,,664.02499509762697,,,,,,,
"MULTILINESTRING ((-122.500580552936 37.760666258159, -122.501652871349 37.760618891836))",11616,7678000,JUDAH,ST,,41ST AVE,42ND AVE,25,,,,,310.48653220739101,,,,,,,
"MULTILINESTRING ((-122.477187333504 37.763564438094, -122.477114175708 37.763460299519, -122.47697735248 37.761816392166, -122.477024108906 37.761704313769))",3212,910101,19TH,AVE,,IRVING ST,JUDAH ST,30,,,,,686.34625504084511,,,,,,,
"MULTILINESTRING ((-122.424885108189 37.794612241242, -122.426527219913 37.794402493467))",12652,10149000,PACIFIC,AVE,,FRANKLIN ST,GOUGH ST,0,,,,,480.625459758494,,,,,,,
"MULTILINESTRING ((-122.462820204483 37.741758875859, -122.463966634771 37.742264382204))",16013,2202000,ALLSTON,WAY,,PUBLIC PARK,CLAREMONT BLVD,0,,,,,379.19357730038001,,,,,,,
"MULTILINESTRING ((-122.443004612529 37.759571599163, -122.443038790104 37.759499535187, -122.443004609039 37.758898105281))",15726,4583000,DANVERS,ST,,CASELLI AVE,19TH ST,0,,,,,247.27321750834801,,,,,,,
"MULTILINESTRING ((-122.426843985178 37.720872862403, -122.426035952249 37.720498789154))",9584,3103000,BRAZIL,AVE,,MUNICH ST,PRAGUE ST,0,,,,,270.52507304780704,,,,,,,
"MULTILINESTRING ((-122.426443344071 37.785066682897, -122.427866547991 37.784882996237, -122.428002145139 37.78495882359))",5798,6039102,GEARY,BLVD,,CLEARY CT,LAGUNA ST,35,,,,,464.65582301985398,,,,,,,
